COMMAND     PID     USER   FD   TYPE   DEVICE SIZE/OFF NODE NAME
xrootd     8005   xrootd 1435u  IPv6 48709714      0t0  TCP cms-a008.rcac.purdue.edu:39880->cms-g002.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1436u  IPv6 55392563      0t0  TCP cms-a008.rcac.purdue.edu:48375->cms-e000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1437u  IPv6 55161686      0t0  TCP cms-a008.rcac.purdue.edu:33061->cms-b000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1438u  IPv6 48695862      0t0  TCP cms-a008.rcac.purdue.edu:34309->cms-c002.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1439u  IPv4 51419747      0t0  TCP cms-a008.rcac.purdue.edu:rootd->se1.hep.kbfi.ee:52641 (ESTABLISHED)
xrootd     8005   xrootd 1440u  IPv6 50557312      0t0  TCP cms-a008.rcac.purdue.edu:38717->cms-c008.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1441u  IPv6 51349650      0t0  TCP cms-a008.rcac.purdue.edu:49378->cms-c004.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1442u  IPv6 51303512      0t0  TCP cms-a008.rcac.purdue.edu:41836->cms-b000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1443u  IPv4 55345484      0t0  TCP cms-a008.rcac.purdue.edu:rootd->rossmann-a072.rcac.purdue.edu:33524 (ESTABLISHED)
xrootd     8005   xrootd 1444u  IPv6 51545813      0t0  TCP cms-a008.rcac.purdue.edu:56912->cms-a039.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1445u  IPv6 51411964      0t0  TCP cms-a008.rcac.purdue.edu:39858->cms-g004.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1446u  IPv6 53751543      0t0  TCP cms-a008.rcac.purdue.edu:35967->cms-g003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1447u  IPv6 50955460      0t0  TCP cms-a008.rcac.purdue.edu:52905->cms-e002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1448u  IPv6 55098729      0t0  TCP cms-a008.rcac.purdue.edu:45902->cms-b003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1449u  IPv6 55487378      0t0  TCP cms-a008.rcac.purdue.edu:55104->cms-f002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1450u  IPv6 55340194      0t0  TCP cms-a008.rcac.purdue.edu:46056->cms-a017.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1451u  IPv4 51242383      0t0  TCP cms-a008.rcac.purdue.edu:rootd->fw-nat-inside-outside.gridka.de:48199 (ESTABLISHED)
xrootd     8005   xrootd 1452u  IPv6 52560421      0t0  TCP cms-a008.rcac.purdue.edu:38154->cms-a021.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1453u  IPv6 51868346      0t0  TCP cms-a008.rcac.purdue.edu:neckar->cms-a025.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1454u  IPv6 51424477      0t0  TCP cms-a008.rcac.purdue.edu:52588->cms-b000.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1455u  IPv6 50883466      0t0  TCP cms-a008.rcac.purdue.edu:49488->cms-126.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1456u  IPv6 50879282      0t0  TCP cms-a008.rcac.purdue.edu:46732->cms-f003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1457u  IPv6 54423383      0t0  TCP cms-a008.rcac.purdue.edu:56974->cms-c002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1458u  IPv6 55362178      0t0  TCP cms-a008.rcac.purdue.edu:60537->cms-b007.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1459u  IPv6 55440291      0t0  TCP cms-a008.rcac.purdue.edu:56802->cms-g000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1460u  IPv6 51671336      0t0  TCP cms-a008.rcac.purdue.edu:35123->cms-092.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1461u  IPv6 50536898      0t0  TCP cms-a008.rcac.purdue.edu:57602->cms-a037.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1462u  IPv6 48436597      0t0  TCP cms-a008.rcac.purdue.edu:49375->cms-g003.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1463u  IPv6 55483354      0t0  TCP cms-a008.rcac.purdue.edu:54987->cms-b008.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1464u  IPv4 54860783      0t0  TCP cms-a008.rcac.purdue.edu:rootd->130.104.133.233:53398 (ESTABLISHED)
xrootd     8005   xrootd 1465u  IPv6 55417509      0t0  TCP cms-a008.rcac.purdue.edu:41092->cms-b004.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1466u  IPv6 55301158      0t0  TCP cms-a008.rcac.purdue.edu:46803->cms-c005.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1467u  IPv6 54940982      0t0  TCP cms-a008.rcac.purdue.edu:33266->cms-a032.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1468u  IPv6 55382289      0t0  TCP cms-a008.rcac.purdue.edu:46959->cms-c009.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1469u  IPv6 55494985      0t0  TCP cms-a008.rcac.purdue.edu:42820->cms-e003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1470u  IPv6 51607009      0t0  TCP cms-a008.rcac.purdue.edu:38227->cms-b008.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1471u  IPv4 48434895      0t0  TCP cms-a008.rcac.purdue.edu:rootd->se1.hep.kbfi.ee:45574 (ESTABLISHED)
xrootd     8005   xrootd 1472u  IPv6 54995341      0t0  TCP cms-a008.rcac.purdue.edu:38445->cms-181.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1473u  IPv6 52048966      0t0  TCP cms-a008.rcac.purdue.edu:37730->cms-c000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1474u  IPv6 51583136      0t0  TCP cms-a008.rcac.purdue.edu:52938->cms-e002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1475u  IPv6 52125261      0t0  TCP cms-a008.rcac.purdue.edu:59641->cms-b008.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1476u  IPv6 49252161      0t0  TCP cms-a008.rcac.purdue.edu:44974->cms-f000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1477u  IPv6 55494581      0t0  TCP cms-a008.rcac.purdue.edu:42774->cms-e003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1478u  IPv6 55262520      0t0  TCP cms-a008.rcac.purdue.edu:41342->cms-b000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1479u  IPv6 48228651      0t0  TCP cms-a008.rcac.purdue.edu:57124->cms-c006.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1480u  IPv6 55424071      0t0  TCP cms-a008.rcac.purdue.edu:39628->cms-d000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1481u  IPv4 51594087      0t0  TCP cms-a008.rcac.purdue.edu:rootd->se1.hep.kbfi.ee:36667 (ESTABLISHED)
xrootd     8005   xrootd 1482u  IPv6 51734181      0t0  TCP cms-a008.rcac.purdue.edu:35508->cms-c000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1483u  IPv6 51520445      0t0  TCP cms-a008.rcac.purdue.edu:58273->cms-f002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1484u  IPv6 49949258      0t0  TCP cms-a008.rcac.purdue.edu:33257->cms-a021.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1485u  IPv6 51563671      0t0  TCP cms-a008.rcac.purdue.edu:45596->cms-b006.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1486u  IPv4 49279811      0t0  TCP cms-a008.rcac.purdue.edu:rootd->nat-gw05.indiacms.res.in:40345 (ESTABLISHED)
xrootd     8005   xrootd 1487u  IPv6 55439923      0t0  TCP cms-a008.rcac.purdue.edu:51673->cms-e000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1488u  IPv6 54470211      0t0  TCP cms-a008.rcac.purdue.edu:37436->cms-g003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1489u  IPv4 50055607      0t0  TCP cms-a008.rcac.purdue.edu:rootd->se1.hep.kbfi.ee:36676 (ESTABLISHED)
xrootd     8005   xrootd 1490u  IPv6 49277075      0t0  TCP cms-a008.rcac.purdue.edu:51982->cms-b012.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1491u  IPv6 50677759      0t0  TCP cms-a008.rcac.purdue.edu:57306->cms-e002.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1492u  IPv6 51502274      0t0  TCP cms-a008.rcac.purdue.edu:34883->cms-c002.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1493u  IPv4 51466697      0t0  TCP cms-a008.rcac.purdue.edu:rootd->se1.hep.kbfi.ee:52462 (ESTABLISHED)
xrootd     8005   xrootd 1494u  IPv6 52208995      0t0  TCP cms-a008.rcac.purdue.edu:42165->cms-c005.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1495u  IPv6 51234555      0t0  TCP cms-a008.rcac.purdue.edu:49535->cms-c007.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1496u  IPv6 49076069      0t0  TCP cms-a008.rcac.purdue.edu:55627->cms-e000.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1497u  IPv6 50452608      0t0  TCP cms-a008.rcac.purdue.edu:53755->cms-c002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1498u  IPv6 52779487      0t0  TCP cms-a008.rcac.purdue.edu:46111->cms-c001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1499u  IPv4 51330494      0t0  TCP cms-a008.rcac.purdue.edu:rootd->se1.hep.kbfi.ee:37035 (ESTABLISHED)
xrootd     8005   xrootd 1500u  IPv6 55386173      0t0  TCP cms-a008.rcac.purdue.edu:33336->cms-b001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1501u  IPv4 49894456      0t0  TCP cms-a008.rcac.purdue.edu:rootd->se1.hep.kbfi.ee:37794 (ESTABLISHED)
xrootd     8005   xrootd 1502u  IPv6 54928014      0t0  TCP cms-a008.rcac.purdue.edu:59649->cms-a024.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1503u  IPv6 50946123      0t0  TCP cms-a008.rcac.purdue.edu:51940->cms-a031.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1504u  IPv6 50055712      0t0  TCP cms-a008.rcac.purdue.edu:39861->cms-e000.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1505u  IPv6 50903228      0t0  TCP cms-a008.rcac.purdue.edu:60062->cms-a014.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1506u  IPv4 50659181      0t0  TCP cms-a008.rcac.purdue.edu:rootd->se1.hep.kbfi.ee:35318 (ESTABLISHED)
xrootd     8005   xrootd 1507u  IPv4 51496392      0t0  TCP cms-a008.rcac.purdue.edu:rootd->se1.hep.kbfi.ee:47718 (ESTABLISHED)
xrootd     8005   xrootd 1508u  IPv4 51487946      0t0  TCP cms-a008.rcac.purdue.edu:rootd->se1.hep.kbfi.ee:59528 (ESTABLISHED)
xrootd     8005   xrootd 1509u  IPv6 55494960      0t0  TCP cms-a008.rcac.purdue.edu:60132->cms-176.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1510u  IPv6 52110247      0t0  TCP cms-a008.rcac.purdue.edu:42535->cms-c000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1511u  IPv6 51466848      0t0  TCP cms-a008.rcac.purdue.edu:53199->cms-c009.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1512u  IPv6 52046579      0t0  TCP cms-a008.rcac.purdue.edu:34880->cms-g001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1513u  IPv6 50960193      0t0  TCP cms-a008.rcac.purdue.edu:36074->cms-f002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1514u  IPv6 51908121      0t0  TCP cms-a008.rcac.purdue.edu:44956->cms-a030.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1515u  IPv6 51224975      0t0  TCP cms-a008.rcac.purdue.edu:50038->cms-b011.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1516u  IPv4 53895086      0t0  TCP cms-a008.rcac.purdue.edu:rootd->gwf.m45.ihep.su:52487 (ESTABLISHED)
xrootd     8005   xrootd 1517u  IPv6 50924588      0t0  TCP cms-a008.rcac.purdue.edu:32987->cms-b008.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1518u  IPv6 55412726      0t0  TCP cms-a008.rcac.purdue.edu:55871->cms-c006.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1519u  IPv6 51564527      0t0  TCP cms-a008.rcac.purdue.edu:45158->cms-g002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1520u  IPv4 51326735      0t0  TCP cms-a008.rcac.purdue.edu:rootd->se1.hep.kbfi.ee:42086 (ESTABLISHED)
xrootd     8005   xrootd 1521u  IPv6 55212131      0t0  TCP cms-a008.rcac.purdue.edu:41049->cms-c006.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1522u  IPv6 50918227      0t0  TCP cms-a008.rcac.purdue.edu:43683->cms-g002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1523u  IPv6 50289104      0t0  TCP cms-a008.rcac.purdue.edu:56351->cms-c003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1524u  IPv4 51402941      0t0  TCP cms-a008.rcac.purdue.edu:rootd->se1.hep.kbfi.ee:60608 (ESTABLISHED)
xrootd     8005   xrootd 1525u  IPv6 51622566      0t0  TCP cms-a008.rcac.purdue.edu:57645->cms-f003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1526u  IPv6 54730257      0t0  TCP cms-a008.rcac.purdue.edu:39272->cms-172.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1527u  IPv6 55371889      0t0  TCP cms-a008.rcac.purdue.edu:51672->cms-g000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1528u  IPv6 55345492      0t0  TCP cms-a008.rcac.purdue.edu:35498->cms-b004.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1529u  IPv6 51621905      0t0  TCP cms-a008.rcac.purdue.edu:44958->cms-c005.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1530u  IPv6 49161320      0t0  TCP cms-a008.rcac.purdue.edu:50407->cms-c007.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1531u  IPv6 53408743      0t0  TCP cms-a008.rcac.purdue.edu:40117->cms-155.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1532u  IPv6 54576697      0t0  TCP cms-a008.rcac.purdue.edu:49938->cms-e003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1533u  IPv6 55450212      0t0  TCP cms-a008.rcac.purdue.edu:33977->cms-c008.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1534u  IPv6 49708155      0t0  TCP cms-a008.rcac.purdue.edu:36023->cms-a035.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1535u  IPv6 51054793      0t0  TCP cms-a008.rcac.purdue.edu:43862->cms-c009.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1536u  IPv6 48755963      0t0  TCP cms-a008.rcac.purdue.edu:37626->cms-a002.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1537u  IPv6 49054231      0t0  TCP cms-a008.rcac.purdue.edu:50546->cms-b005.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1538u  IPv6 55492737      0t0  TCP cms-a008.rcac.purdue.edu:40393->cms-f001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1539u  IPv6 49778560      0t0  TCP cms-a008.rcac.purdue.edu:50077->cms-c000.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1540u  IPv6 50790540      0t0  TCP cms-a008.rcac.purdue.edu:57798->cms-a023.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1541u  IPv6 54985647      0t0  TCP cms-a008.rcac.purdue.edu:52240->cms-c008.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1542u  IPv6 55396717      0t0  TCP cms-a008.rcac.purdue.edu:53485->cms-a021.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1543u  IPv6 51326750      0t0  TCP cms-a008.rcac.purdue.edu:58969->cms-f003.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1544u  IPv6 54229619      0t0  TCP cms-a008.rcac.purdue.edu:37316->cms-a017.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1545u  IPv6 55108279      0t0  TCP cms-a008.rcac.purdue.edu:60159->cms-c002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1546u  IPv6 52076287      0t0  TCP cms-a008.rcac.purdue.edu:59416->cms-097.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1547u  IPv6 52198186      0t0  TCP cms-a008.rcac.purdue.edu:41301->cms-c005.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1548u  IPv6 52063100      0t0  TCP cms-a008.rcac.purdue.edu:37599->cms-g002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1549u  IPv6 51426445      0t0  TCP cms-a008.rcac.purdue.edu:55239->cms-c005.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1550u  IPv6 49142631      0t0  TCP cms-a008.rcac.purdue.edu:52249->cms-b004.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1551u  IPv6 51327483      0t0  TCP cms-a008.rcac.purdue.edu:41146->cms-f002.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1552u  IPv4 51422513      0t0  TCP cms-a008.rcac.purdue.edu:rootd->heplnc326.pp.rl.ac.uk:47200 (ESTABLISHED)
xrootd     8005   xrootd 1553u  IPv6 55495146      0t0  TCP cms-a008.rcac.purdue.edu:46351->cms-092.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1554u  IPv6 51469575      0t0  TCP cms-a008.rcac.purdue.edu:57738->cms-097.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1555u  IPv6 48596463      0t0  TCP cms-a008.rcac.purdue.edu:37172->cms-e003.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1556u  IPv6 55494986      0t0  TCP cms-a008.rcac.purdue.edu:46787->cms-148.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1557u  IPv6 51810271      0t0  TCP cms-a008.rcac.purdue.edu:54235->cms-a011.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1558u  IPv6 50359854      0t0  TCP cms-a008.rcac.purdue.edu:43849->cms-g000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1559u  IPv6 55277679      0t0  TCP cms-a008.rcac.purdue.edu:turbonote-1->cms-e000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1560u  IPv6 48921169      0t0  TCP cms-a008.rcac.purdue.edu:53067->cms-g001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1561u  IPv6 55459137      0t0  TCP cms-a008.rcac.purdue.edu:53010->cms-b008.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1562u  IPv6 55428526      0t0  TCP cms-a008.rcac.purdue.edu:41907->cms-b004.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1563u  IPv4 53761114      0t0  TCP cms-a008.rcac.purdue.edu:rootd->cms-178.rcac.purdue.edu:46527 (ESTABLISHED)
xrootd     8005   xrootd 1564u  IPv6 51256109      0t0  TCP cms-a008.rcac.purdue.edu:52657->cms-d000.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1565u  IPv6 54684167      0t0  TCP cms-a008.rcac.purdue.edu:50825->cms-b012.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1566u  IPv6 50894838      0t0  TCP cms-a008.rcac.purdue.edu:51662->cms-b003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1567u  IPv6 55269913      0t0  TCP cms-a008.rcac.purdue.edu:50232->cms-g002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1568u  IPv6 55276826      0t0  TCP cms-a008.rcac.purdue.edu:39540->cms-e000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1569u  IPv6 49965021      0t0  TCP cms-a008.rcac.purdue.edu:58034->cms-b010.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1570u  IPv6 49603059      0t0  TCP cms-a008.rcac.purdue.edu:60217->cms-e003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1571u  IPv6 48596608      0t0  TCP cms-a008.rcac.purdue.edu:49909->cms-a008.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1572u  IPv6 47739398      0t0  TCP cms-a008.rcac.purdue.edu:49394->cms-c008.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1573u  IPv6 54742373      0t0  TCP cms-a008.rcac.purdue.edu:39781->cms-a040.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1574u  IPv6 49573728      0t0  TCP cms-a008.rcac.purdue.edu:53122->cms-g003.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1575u  IPv6 53124907      0t0  TCP cms-a008.rcac.purdue.edu:44018->cms-e002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1576u  IPv6 50824739      0t0  TCP cms-a008.rcac.purdue.edu:56213->cms-a030.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1577u  IPv6 51337541      0t0  TCP cms-a008.rcac.purdue.edu:55781->cms-b001.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1578u  IPv6 55516955      0t0  TCP cms-a008.rcac.purdue.edu:55742->cms-b010.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1579u  IPv6 47740314      0t0  TCP cms-a008.rcac.purdue.edu:35557->cms-c003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1580u  IPv6 50706585      0t0  TCP cms-a008.rcac.purdue.edu:50210->cms-121.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1581u  IPv6 51910583      0t0  TCP cms-a008.rcac.purdue.edu:51332->cms-g001.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1582u  IPv6 49603060      0t0  TCP cms-a008.rcac.purdue.edu:40712->cms-c003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1583u  IPv6 55424754      0t0  TCP cms-a008.rcac.purdue.edu:60623->cms-c008.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1584u  IPv4 50892339      0t0  TCP cms-a008.rcac.purdue.edu:rootd->se1.hep.kbfi.ee:35256 (ESTABLISHED)
xrootd     8005   xrootd 1585u  IPv4 49578876      0t0  TCP cms-a008.rcac.purdue.edu:rootd->se1.hep.kbfi.ee:54595 (ESTABLISHED)
xrootd     8005   xrootd 1586u  IPv6 50803203      0t0  TCP cms-a008.rcac.purdue.edu:33749->cms-g003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1587u  IPv6 49483418      0t0  TCP cms-a008.rcac.purdue.edu:36741->cms-a037.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1588u  IPv6 55291021      0t0  TCP cms-a008.rcac.purdue.edu:58024->cms-d000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1589u  IPv4 51409513      0t0  TCP cms-a008.rcac.purdue.edu:rootd->se1.hep.kbfi.ee:36804 (ESTABLISHED)
xrootd     8005   xrootd 1590u  IPv6 51291153      0t0  TCP cms-a008.rcac.purdue.edu:43582->cms-c005.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 1591u  IPv4 51791135      0t0  TCP cms-a008.rcac.purdue.edu:rootd->se1.hep.kbfi.ee:45495 (ESTABLISHED)
xrootd     8005   xrootd 1592u  IPv4 48310336      0t0  TCP cms-a008.rcac.purdue.edu:rootd->se1.hep.kbfi.ee:35398 (ESTABLISHED)
xrootd     8005   xrootd 1593u  IPv6 51242171      0t0  TCP cms-a008.rcac.purdue.edu:33958->cms-b010.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1594u  IPv6 55093454      0t0  TCP cms-a008.rcac.purdue.edu:52630->cms-f002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1595u  IPv6 55450631      0t0  TCP cms-a008.rcac.purdue.edu:52710->cms-a025.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1596u  IPv6 48596749      0t0  TCP cms-a008.rcac.purdue.edu:43198->cms-b003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 1597u  IPv4 50163009      0t0  TCP cms-a008.rcac.purdue.edu:rootd->se1.hep.kbfi.ee:54174 (ESTABLISHED)
xrootd     8005   xrootd 1598u  IPv6 51111324      0t0  TCP cms-a008.rcac.purdue.edu:44692->cms-a011.rcac.purdue.edu:50010 (CLOSE_WAIT)
