RecordID,@received,EndTime,ResourceType,ProbeName,Raw_SiteName,Host_description,Host,ResourceGroup,OIM_SiteName,SuccessfulMatch
xd-login.opensciencegrid.org:913191.723,2017-02-05T02:13:14.126Z,2017-02-05T02:07:32Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e389.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod-2.icecube.wisc.edu:70901.324,2017-02-04T03:50:46.959Z,2017-02-04T03:44:37Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,GZK,gzk-3.chtc.wisc.edu (primary) ,,,Failure
xd-login.opensciencegrid.org:1238582.203,2017-02-04T20:31:34.529Z,2017-02-04T20:29:36Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e021.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod-2.icecube.wisc.edu:70901.329,2017-02-04T03:50:46.963Z,2017-02-04T03:35:02Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,GZK,gzk-1.chtc.wisc.edu (primary) ,,,Failure
login01.osgconnect.net:357335.1743,2017-02-08T00:52:56.786Z,2017-02-08T00:48:42Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e405.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
fifebatch1.fnal.gov:646913.927,2017-02-05T05:39:36.399Z,2017-02-05T05:35:10Z,Payload,condor:fifebatch1.fnal.gov,FIFEBATCH1,GLOW,e357.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login05.hep.wisc.edu:3327020.1059,2017-02-04T10:32:51.850Z,2017-02-04T10:13:57Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,e409.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login05.hep.wisc.edu:3327020.1055,2017-02-04T10:32:51.846Z,2017-02-04T10:17:20Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,e266.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login02.osgconnect.net:1569667.821,2017-02-07T22:36:02.094Z,2017-02-07T22:24:40Z,Payload,condor:login02.osgconnect.net,OSG-Connect,GLOW,e458.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:1229848.1673,2017-02-08T03:54:30.525Z,2017-02-08T03:51:31Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e293.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login05.hep.wisc.edu:3327020.1050,2017-02-04T10:32:51.844Z,2017-02-04T10:11:41Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,g20n02.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login02.osgconnect.net:1789910.299,2017-02-08T00:41:47.772Z,2017-02-08T00:18:45Z,Payload,condor:login02.osgconnect.net,OSG-Connect,GLOW,e352.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login03.hep.wisc.edu:3914117.448,2017-02-04T10:39:20.152Z,2017-02-04T10:26:27Z,Payload,condor:login03.hep.wisc.edu,GLOW_SUBMIT3,GLOW_SUBMIT3,atlas64.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login06.hep.wisc.edu:2672561.296,2017-02-04T10:41:24.778Z,2017-02-04T10:33:17Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,g27n22.hep.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:498761.1955,2017-02-04T22:37:52.028Z,2017-02-04T22:19:41Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e459.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login06.hep.wisc.edu:2672561.926,2017-02-04T10:41:31.380Z,2017-02-04T10:34:20Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,e098.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login06.hep.wisc.edu:2672561.291,2017-02-04T10:41:24.777Z,2017-02-04T10:35:29Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,e109.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login06.hep.wisc.edu:2672561.293,2017-02-04T10:41:24.778Z,2017-02-04T10:30:44Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,e267.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:3490525.313,2017-02-07T21:53:24.208Z,2017-02-07T21:40:51Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,NPX,node109.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login03.hep.wisc.edu:3914117.445,2017-02-04T10:39:20.149Z,2017-02-04T10:28:09Z,Payload,condor:login03.hep.wisc.edu,GLOW_SUBMIT3,GLOW_SUBMIT3,e335.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login03.hep.wisc.edu:3914117.446,2017-02-04T10:39:20.151Z,2017-02-04T10:28:23Z,Payload,condor:login03.hep.wisc.edu,GLOW_SUBMIT3,GLOW_SUBMIT3,e043.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:1565773.37,2017-02-05T05:45:23.513Z,2017-02-05T05:43:33Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e447.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:1565773.31,2017-02-05T05:45:23.512Z,2017-02-05T05:35:49Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e149.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:1187577.349,2017-02-05T05:19:50.795Z,2017-02-05T05:11:30Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e003.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:608672.4841,2017-02-08T01:49:48.236Z,2017-02-08T01:33:55Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e374.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:1490.6,2017-02-07T22:34:19.428Z,2017-02-07T22:31:50Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,NPX,c9-20.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
xd-login.opensciencegrid.org:450540.1319,2017-02-04T03:14:16.255Z,2017-02-04T02:56:20Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e127.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:1490.5,2017-02-07T22:34:19.427Z,2017-02-07T22:32:49Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,NPX,node126.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login02.osgconnect.net:3645778.99,2017-02-04T19:45:25.392Z,2017-02-04T19:38:09Z,Payload,condor:login02.osgconnect.net,OSG-Connect,GLOW,e159.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login05.hep.wisc.edu:3166658.12,2017-02-04T00:21:58.136Z,2017-02-04T00:20:22Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,g28n35.hep.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:321106.2039,2017-02-07T22:40:59.992Z,2017-02-07T22:36:53Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,NPX,c8-7.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login01.osgconnect.net:3935905.1958,2017-02-04T05:31:07.272Z,2017-02-04T05:20:00Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,g23n14.hep.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:2721216.3290,2017-02-04T21:27:06.143Z,2017-02-04T21:20:36Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,g24n02.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:2469859.1648,2017-02-07T17:02:57.832Z,2017-02-07T16:43:58Z,Payload,condor:login01.osgconnect.net,OSG-Connect,NPX,gtx-8.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
xd-login.opensciencegrid.org:697891.2602,2017-02-04T20:31:30.889Z,2017-02-04T20:27:37Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e409.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:3538119.2165,2017-02-08T04:02:30.906Z,2017-02-08T03:45:57Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,NPX,node017.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
sub-simprod-2.icecube.wisc.edu:79478.39,2017-02-07T08:15:45.390Z,2017-02-07T07:54:32Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,NPX,gtx-11.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
xd-login.opensciencegrid.org:3538119.2162,2017-02-08T04:02:30.902Z,2017-02-08T03:34:21Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e374.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:1453772.527,2017-02-07T11:35:03.527Z,2017-02-07T11:33:21Z,Payload,condor:login01.osgconnect.net,OSG-Connect,NPX,gtx-25.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login01.osgconnect.net:2099970.676,2017-02-04T22:26:17.224Z,2017-02-04T22:24:24Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e409.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:952386.1614,2017-02-04T10:50:17.572Z,2017-02-04T10:36:52Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,g18n26.hep.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:610217.786,2017-02-04T13:03:38.134Z,2017-02-04T12:56:44Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,g19n07.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login06.hep.wisc.edu:2672561.1011,2017-02-04T10:41:29.638Z,2017-02-04T10:34:45Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,g20n02.hep.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:6474.205,2017-02-07T07:22:58.290Z,2017-02-07T07:11:40Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,CHTC,e350.chtc.wisc.edu (primary) ,,CHTC,Success
login06.hep.wisc.edu:2515983.519,2017-02-04T00:10:33.711Z,2017-02-04T00:07:34Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,e323.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login06.hep.wisc.edu:2515983.518,2017-02-04T00:10:33.711Z,2017-02-04T00:02:07Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,e375.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login05.hep.wisc.edu:3327020.1786,2017-02-04T10:32:45.077Z,2017-02-04T10:10:06Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,g29n04.hep.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:6007.250,2017-02-07T23:16:10.097Z,2017-02-07T23:05:12Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,NPX,node043.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login06.hep.wisc.edu:2515983.510,2017-02-04T00:10:33.710Z,2017-02-04T00:01:38Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,e280.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:2193029.2641,2017-02-08T00:16:22.556Z,2017-02-07T23:55:49Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e452.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login06.hep.wisc.edu:2515983.514,2017-02-04T00:10:33.710Z,2017-02-04T00:07:56Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,g29n10.hep.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:17000.65,2017-02-08T04:07:37.853Z,2017-02-08T03:56:27Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,CHTC,e455.chtc.wisc.edu (primary) ,,CHTC,Success
login06.hep.wisc.edu:2672561.786,2017-02-04T10:41:29.576Z,2017-02-04T10:35:03Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,e315.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login03.hep.wisc.edu:3830658.502,2017-02-04T10:26:21.534Z,2017-02-04T10:23:59Z,Payload,condor:login03.hep.wisc.edu,GLOW_SUBMIT3,GLOW_SUBMIT3,e285.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login02.osgconnect.net:1632611.47,2017-02-07T23:13:32.812Z,2017-02-07T22:53:40Z,Payload,condor:login02.osgconnect.net,OSG-Connect,NPX,c9-5.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login05.hep.wisc.edu:3327020.1528,2017-02-04T10:32:44.974Z,2017-02-04T10:11:41Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,atlas18.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login05.hep.wisc.edu:3327020.610,2017-02-04T10:31:23.492Z,2017-02-04T10:20:45Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,e363.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login06.hep.wisc.edu:2672561.29,2017-02-04T10:41:25.496Z,2017-02-04T10:35:33Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,e098.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login02.osgconnect.net:1661060.845,2017-02-07T23:31:25.782Z,2017-02-07T23:21:30Z,Payload,condor:login02.osgconnect.net,OSG-Connect,NPX,node111.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login05.hep.wisc.edu:3327020.617,2017-02-04T10:31:23.497Z,2017-02-04T10:11:14Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,g20n02.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login02.osgconnect.net:1661060.849,2017-02-07T23:31:25.782Z,2017-02-07T23:26:40Z,Payload,condor:login02.osgconnect.net,OSG-Connect,NPX,node046.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login02.osgconnect.net:2243387.382,2017-02-08T03:07:45.544Z,2017-02-08T03:01:57Z,Payload,condor:login02.osgconnect.net,OSG-Connect,NPX,rad-7.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login01.osgconnect.net:357335.1804,2017-02-08T00:53:00.391Z,2017-02-08T00:41:38Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e267.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:14861.2,2017-02-04T18:46:29.271Z,2017-02-04T18:25:51Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,CHTC,e129.chtc.wisc.edu (primary) ,,CHTC,Success
sub-simprod.icecube.wisc.edu:11330.70,2017-02-07T08:20:28.099Z,2017-02-07T08:14:37Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,CHTC,e418.chtc.wisc.edu (primary) ,,CHTC,Success
login01.osgconnect.net:727566.78,2017-02-04T08:37:20.931Z,2017-02-04T08:33:40Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,g20n03.hep.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:56952.1861,2017-02-04T08:51:47.551Z,2017-02-04T08:43:09Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e328.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:3093932.571,2017-02-04T19:18:11.569Z,2017-02-04T19:15:48Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e332.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login06.hep.wisc.edu:2672561.20,2017-02-04T10:41:25.495Z,2017-02-04T10:33:26Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,e219.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login02.osgconnect.net:1369634.109,2017-02-04T02:26:23.534Z,2017-02-04T02:14:43Z,Payload,condor:login02.osgconnect.net,OSG-Connect,GLOW,e011.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:491045.2869,2017-02-08T01:13:39.186Z,2017-02-08T00:55:31Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e405.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod-2.icecube.wisc.edu:89144.168,2017-02-07T04:00:30.034Z,2017-02-07T03:46:24Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,NPX,gtx-7.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login01.osgconnect.net:582149.996,2017-02-04T20:21:31.072Z,2017-02-04T20:12:23Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e127.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login02.osgconnect.net:1589498.68,2017-02-04T03:45:16.322Z,2017-02-04T03:23:16Z,Payload,condor:login02.osgconnect.net,OSG-Connect,GLOW,e225.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:3649252.1074,2017-02-04T21:54:57.917Z,2017-02-04T21:41:42Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e174.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login05.hep.wisc.edu:3327020.1933,2017-02-04T10:32:55.518Z,2017-02-04T10:15:52Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,e300.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login02.osgconnect.net:1955364.578,2017-02-08T01:39:39.544Z,2017-02-08T01:28:05Z,Payload,condor:login02.osgconnect.net,OSG-Connect,GLOW,e397.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod-2.icecube.wisc.edu:68900.26,2017-02-07T14:23:03.042Z,2017-02-07T14:08:46Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,NPX,gtx-40.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
xd-login.opensciencegrid.org:3404141.106,2017-02-07T14:15:52.076Z,2017-02-07T14:00:13Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,g18n01.hep.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod-2.icecube.wisc.edu:118203.17,2017-02-04T23:25:45.653Z,2017-02-04T23:19:04Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,NPX,gtx-12.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
xd-login.opensciencegrid.org:2248664.598,2017-02-07T16:30:40.333Z,2017-02-07T16:18:43Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e109.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod-2.icecube.wisc.edu:58776.22,2017-02-07T07:39:34.494Z,2017-02-07T07:27:33Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,NPX,gtx-3.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login01.osgconnect.net:1178995.2932,2017-02-08T03:47:23.243Z,2017-02-08T03:35:25Z,Payload,condor:login01.osgconnect.net,OSG-Connect,NPX,node081.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
sugwg-osg.phy.syr.edu:158556.995,2017-02-07T22:49:49.369Z,2017-02-07T22:43:25Z,Payload,condor:sugwg-osg.phy.syr.edu,Syracuse,GLOW,g18n01.hep.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:2257196.487,2017-02-05T03:08:11.106Z,2017-02-05T02:56:49Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e138.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:3211247.681,2017-02-04T02:32:16.922Z,2017-02-04T02:29:55Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,g19n28.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:1744438.1246,2017-02-07T13:11:05.944Z,2017-02-07T13:03:02Z,Payload,condor:login01.osgconnect.net,OSG-Connect,NPX,n-22.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
sub-simprod.icecube.wisc.edu:6007.249,2017-02-07T23:16:10.097Z,2017-02-07T23:03:19Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,CHTC,e324.chtc.wisc.edu (primary) ,,CHTC,Success
sub-simprod-2.icecube.wisc.edu:38489.38,2017-02-05T03:31:44.453Z,2017-02-05T03:29:43Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,NPX,gtx-13.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
xd-login.opensciencegrid.org:395721.1623,2017-02-05T04:58:29.796Z,2017-02-05T04:55:18Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e408.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login06.hep.wisc.edu:2672561.739,2017-02-04T10:41:29.030Z,2017-02-04T10:34:36Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,e148.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login06.hep.wisc.edu:2672561.735,2017-02-04T10:41:29.030Z,2017-02-04T10:35:05Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,e296.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login06.hep.wisc.edu:2672561.734,2017-02-04T10:41:29.029Z,2017-02-04T10:33:34Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,e148.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod-2.icecube.wisc.edu:115217.299,2017-02-05T04:28:23.320Z,2017-02-05T04:07:45Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,NPX,gtx-7.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login01.osgconnect.net:1178995.2536,2017-02-08T03:47:23.314Z,2017-02-08T03:35:31Z,Payload,condor:login01.osgconnect.net,OSG-Connect,NPX,node070.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login01.osgconnect.net:2865896.4890,2017-02-04T15:19:18.661Z,2017-02-04T15:06:24Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,atlas27.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod-2.icecube.wisc.edu:32769.195,2017-02-08T04:13:52.803Z,2017-02-08T04:07:25Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,NPX,gtx-37.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login01.osgconnect.net:30764.7032,2017-02-08T00:19:27.723Z,2017-02-07T23:55:26Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e458.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login03.hep.wisc.edu:3914117.1054,2017-02-04T10:41:25.490Z,2017-02-04T10:25:45Z,Payload,condor:login03.hep.wisc.edu,GLOW_SUBMIT3,GLOW_SUBMIT3,g20n02.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:894236.344,2017-02-08T02:29:21.080Z,2017-02-08T02:19:29Z,Payload,condor:login01.osgconnect.net,OSG-Connect,NPX,node011.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login01.osgconnect.net:300207.4122,2017-02-04T19:28:23.898Z,2017-02-04T19:18:15Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e394.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:449214.548,2017-02-04T20:05:47.189Z,2017-02-04T20:00:00Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e234.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:894236.343,2017-02-08T02:29:21.080Z,2017-02-08T02:18:58Z,Payload,condor:login01.osgconnect.net,OSG-Connect,NPX,node109.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
sub-simprod.icecube.wisc.edu:26410.154,2017-02-08T00:29:32.012Z,2017-02-08T00:20:00Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,CHTC,e176.chtc.wisc.edu (primary) ,,CHTC,Success
sub-simprod-2.icecube.wisc.edu:105353.75,2017-02-07T05:49:51.577Z,2017-02-07T05:37:32Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,NPX,gtx-39.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login02.osgconnect.net:1229615.24,2017-02-04T01:32:52.004Z,2017-02-04T01:28:50Z,Payload,condor:login02.osgconnect.net,OSG-Connect,GLOW,g19n19.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login05.hep.wisc.edu:3327020.1877,2017-02-04T10:32:41.273Z,2017-02-04T10:15:28Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,g18n01.hep.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:2721216.1167,2017-02-04T21:26:43.717Z,2017-02-04T21:11:53Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e111.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:2277551.2255,2017-02-04T21:03:35.372Z,2017-02-04T20:56:43Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e314.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:2584.3036,2017-02-04T06:15:24.299Z,2017-02-04T06:07:34Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e031.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:2639954.1330,2017-02-04T00:27:11.729Z,2017-02-04T00:11:07Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e052.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login05.hep.wisc.edu:3327020.1875,2017-02-04T10:32:41.272Z,2017-02-04T10:19:48Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,g26n23.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:830241.1615,2017-02-08T02:03:41.192Z,2017-02-08T01:55:43Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e293.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:23775.494,2017-02-04T00:13:02.327Z,2017-02-04T00:02:41Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,NPX,c8-18.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
